"Title","PMID"
"The prevalence and possible risk factors of internet gaming disorder among adolescents and young adults: Systematic reviews and meta-analyses.","35926424"
"The role of inhibitory control and decision-making in the course of Internet gaming disorder.","33136066"
"Efficacy of single-session transcranial direct current stimulation on addiction-related inhibitory control and craving: a randomized trial in males with Internet gaming disorder.","33119491"
"Attenuated self-serving bias in people with internet gaming disorder is related to altered neural activity in subcortical-cortical midline structures.","33081740"
"Hair hormones in male youth with internet gaming disorder.","30235059"
"White matter connectivity and Internet gaming disorder.","25899390"
"Parental Depression and Leisure Activity Engagement on Children's Gaming Disorder: A Dyadic Study.","35627422"
"Early-Life Interpersonal and Affective Risk Factors for Pathological Gaming.","32499728"
"What We Know About Massively Multiplayer Online Role-Playing Games.","32134835"
"Differential neurophysiological correlates of information processing in Internet gaming disorder and alcohol use disorder measured by event-related potentials.","28831146"
"Neurophysiological correlates of altered response inhibition in internet gaming disorder and obsessive-compulsive disorder: Perspectives from impulsivity and compulsivity.","28134318"
"Imbalanced functional link between executive control network and reward network explain the online-game seeking behaviors in Internet gaming disorder.","25779894"
"Structural and Functional Brain Abnormalities in Internet Gaming Disorder and Attention-Deficit/Hyperactivity Disorder: A Comparative Meta-Analysis.","34276447"
"Joint effects of children's emotional problems and parental depressive symptoms on the occurrence of internet gaming disorder among children and adolescents: A longitudinal study.","34128830"
"Increased Attentional Bias Toward Visual Cues in Internet Gaming Disorder and Obsessive-Compulsive Disorder: An Event-Related Potential Study.","30057559"
"Similarities and differences among Internet gaming disorder, gambling disorder and alcohol use disorder: a focus on impulsivity and compulsivity.","25592310"
"Risk-Taking Behaviors Considering Internet Gaming Disorder among Iranian University Students: A Latent Class Analysis.","36511374"
"Large-scale network dysfunction in youths with Internet gaming disorder: a meta-analysis of resting-state functional connectivity studies.","33434637"
"Interaction Between Smoking and Internet Gaming Disorder on Spontaneous Brain Activity.","33343420"
"The psychometric properties of the Revised Illness Perception Questionnaire (IPQ-R) regarding Internet gaming disorder in a general population of Chinese adults.","32897871"
"A psychometric approach to assessments of problematic use of online pornography and social networking sites based on the conceptualizations of internet gaming disorder.","32560677"
"A role for the right dorsolateral prefrontal cortex in enhancing regulation of both craving and negative emotions in internet gaming disorder: A randomized trial.","32446706"
"The adaptive decision-making, risky decision, and decision-making style of Internet gaming disorder.","28646731"
"Age of Initiation and Internet Gaming Disorder: The Role of Self-Esteem.","28622030"
"Internet Gaming Disorder in adolescence: investigating profiles and associated risk factors.","34384394"
"The relationship between positive youth development and internet gaming disorder in Chinese adolescents: A moderated mediation model.","36327218"
"Treatment Efficacy of Internet Gaming Disorder With Attention Deficit Hyperactivity Disorder and Emotional Dysregulaton.","32047929"
"Treatments for Internet gaming disorder and Internet addiction: A systematic review.","28921996"
"Altered hippocampal volume and functional connectivity in males with Internet gaming disorder comparing to those with alcohol use disorder.","28720860"
"Mindfulness-oriented recovery enhancement for internet gaming disorder in U.S. adults: A stage I randomized controlled trial.","28437120"
"The correlation between mood states and functional connectivity within the default mode network can differentiate Internet gaming disorder from healthy controls.","28428146"
"Effectiveness of Brief Abstinence for Modifying Problematic Internet Gaming Cognitions and Behaviors.","28152189"
"Smartphone applications for immersive virtual reality therapy for internet addiction and internet gaming disorder.","27911347"
"Impaired executive control and reward circuit in Internet gaming addicts under a delay discounting task: independent component analysis.","27506757"
"Dysfunction of the frontolimbic region during swear word processing in young adolescents with Internet gaming disorder.","26305475"
"Functional impairment, insight, and comparison between criteria for gaming disorder in the International Classification of Diseases, 11 Edition and internet gaming disorder in Diagnostic and Statistical Manual of Mental Disorders, Fifth Edition.","36326855"
"Measures of behavioral function predict duration of video game play: Utilization of the Video Game Functional Assessment - Revised.","29280397"
"Neural connectivity in Internet gaming disorder and alcohol use disorder: A resting-state EEG coherence study.","28465521"
"Role-Playing and Real-Time Strategy Games Associated with Greater Probability of Internet Gaming Disorder.","26252934"
"Regular gaming behavior and internet gaming disorder in European adolescents: results from a cross-national representative survey of prevalence, predictors, and psychopathological correlates.","25189795"
"[Substance-related and addictive disorders in the DSM-5].","24571817"
"Brain activation for response inhibition under gaming cue distraction in internet gaming disorder.","24388058"
"Investigating risk factors for Internet gaming disorder: a comparison of patients with addictive gaming, pathological gamblers and healthy controls regarding the big five personality traits.","24247280"
"(Internet) Gaming Disorder in DSM-5 and ICD-11: A Case of the Glass Half Empty or Half Full: (Internet) Le trouble du jeu dans le DSM-5 et la CIM-11: Un cas de verre à moitié vide et à moitié plein.","32806957"
"Editorial Perspective: Missing the forest for the trees - how the focus on digital addiction and gaming diverted attention away from wider online risks.","34448531"
"Intrapersonal and interpersonal emotion regulation and identity: A preliminary study of avatar identification and gaming in adolescents and young adults.","33290945"
